time,random_seed,scenario_id,TGT_01_pos_x,TGT_01_pos_y,TGT_01_pos_z,INTERCEPTOR_01_pos_x,INTERCEPTOR_01_pos_y,INTERCEPTOR_01_pos_z,snr_db,miss_distance_m,g_force,track_status,missile_launched,TGT_01_rcs_instantaneous,TGT_01_rcs_mean,TGT_01_sigma_min,TGT_01_sigma_max,TGT_01_display_label
15.3,101,SU27_01_43km_head-on,36840.0,2770.0,3692.0,14656.28,1325.75,1534.57,-4.49,22474.51,2.09,CONFIRMED,True,0.3,3.49634,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
15.4,101,SU27_01_43km_head-on,36800.0,2775.0,3690.0,14754.87,1338.99,1544.9,-12.41,22335.12,2.07,CONFIRMED,True,1.00955,3.49739,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
15.5,101,SU27_01_43km_head-on,36760.0,2780.0,3688.0,14853.42,1352.36,1555.31,15.57,22195.75,2.01,CONFIRMED,True,2.40912,3.49845,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
15.6,101,SU27_01_43km_head-on,36720.0,2785.0,3686.0,14951.96,1365.75,1565.91,-4.52,22056.4,1.99,CONFIRMED,True,0.93756,3.49952,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
15.7,101,SU27_01_43km_head-on,36680.0,2790.0,3684.0,15050.47,1379.07,1576.73,13.32,21917.04,3.25,CONFIRMED,True,1.42228,3.50058,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
15.8,101,SU27_01_43km_head-on,36640.0,2795.0,3682.0,15148.97,1392.42,1587.69,15.33,21777.7,2.69,CONFIRMED,True,2.25298,3.50165,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
15.9,101,SU27_01_43km_head-on,36600.0,2800.0,3680.0,15247.45,1405.91,1598.64,17.12,21638.34,0.13,CONFIRMED,True,3.38506,3.50273,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
16.0,101,SU27_01_43km_head-on,36560.0,2805.0,3678.0,15345.93,1419.41,1609.61,-9.68,21499.0,0.13,CONFIRMED,True,1.04185,3.50381,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
16.1,101,SU27_01_43km_head-on,36520.0,2810.0,3676.0,15444.41,1432.86,1620.57,25.2,21359.66,1.29,CONFIRMED,True,21.55713,3.50489,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
16.2,101,SU27_01_43km_head-on,36480.0,2815.0,3674.0,15542.93,1446.06,1631.26,14.24,21220.32,6.69,CONFIRMED,True,1.7204,3.50597,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
16.3,101,SU27_01_43km_head-on,36440.0,2820.0,3672.0,15641.55,1458.98,1641.58,17.3,21080.97,3.07,CONFIRMED,True,3.46374,3.50706,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
16.4,101,SU27_01_43km_head-on,36400.0,2825.0,3670.0,15740.2,1471.69,1651.81,21.0,20941.6,2.52,CONFIRMED,True,8.10038,3.50815,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
16.5,101,SU27_01_43km_head-on,36360.0,2830.0,3668.0,15838.88,1484.16,1662.14,21.52,20802.21,2.8,CONFIRMED,True,9.08426,3.50924,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
16.6,101,SU27_01_43km_head-on,36320.0,2835.0,3666.0,15937.56,1496.48,1672.57,20.97,20662.8,0.83,CONFIRMED,True,7.97742,3.51034,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
16.7,101,SU27_01_43km_head-on,36280.0,2840.0,3664.0,16036.28,1508.57,1682.82,13.87,20523.38,5.77,CONFIRMED,True,1.54608,3.51144,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
16.8,101,SU27_01_43km_head-on,36240.0,2845.0,3662.0,16135.08,1520.22,1692.79,16.73,20383.96,5.24,CONFIRMED,True,2.97391,3.51255,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
16.9,101,SU27_01_43km_head-on,36200.0,2850.0,3660.0,16233.95,1531.65,1702.6,20.23,20244.52,2.25,CONFIRMED,True,6.6402,3.51366,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
17.0,101,SU27_01_43km_head-on,36160.0,2855.0,3658.0,16332.8,1543.18,1712.33,17.93,20105.04,2.18,CONFIRMED,True,3.89352,3.51477,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
17.1,101,SU27_01_43km_head-on,36120.0,2860.0,3656.0,16431.63,1554.87,1722.2,20.15,19965.57,2.14,CONFIRMED,True,6.46197,3.51588,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
17.2,101,SU27_01_43km_head-on,36080.0,2865.0,3654.0,16530.43,1566.67,1732.26,14.87,19826.11,2.61,CONFIRMED,True,1.9065,3.517,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
17.3,101,SU27_01_43km_head-on,36040.0,2870.0,3652.0,16629.18,1578.7,1742.52,20.1,19686.66,3.73,CONFIRMED,True,6.33134,3.51813,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
17.4,101,SU27_01_43km_head-on,36000.0,2875.0,3650.0,16727.87,1591.03,1752.99,-3.78,19547.22,3.71,CONFIRMED,True,1.0951,3.51925,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
17.5,101,SU27_01_43km_head-on,35960.0,2880.0,3648.0,16826.5,1603.65,1763.66,19.19,19407.79,3.77,CONFIRMED,True,5.08637,3.52038,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
17.6,101,SU27_01_43km_head-on,35920.0,2885.0,3646.0,16925.07,1616.66,1774.5,16.01,19268.38,5.03,CONFIRMED,True,2.43555,3.52152,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
17.7,101,SU27_01_43km_head-on,35880.0,2890.0,3644.0,17023.58,1630.1,1785.4,17.6,19129.0,4.13,CONFIRMED,True,3.49926,3.52265,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
17.8,101,SU27_01_43km_head-on,35840.0,2895.0,3642.0,17122.04,1643.73,1796.33,14.54,18989.64,0.37,CONFIRMED,True,1.72088,3.52379,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
17.9,101,SU27_01_43km_head-on,35800.0,2900.0,3640.0,17220.52,1657.23,1807.2,17.9,18850.31,2.82,CONFIRMED,True,3.71253,3.52494,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
18.0,101,SU27_01_43km_head-on,35760.0,2905.0,3638.0,17319.02,1670.54,1818.09,16.87,18710.98,2.53,CONFIRMED,True,2.91697,3.52609,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
18.1,101,SU27_01_43km_head-on,35720.0,2910.0,3636.0,17417.51,1683.81,1829.25,14.76,18571.64,3.65,CONFIRMED,True,1.7874,3.52724,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
18.2,101,SU27_01_43km_head-on,35680.0,2915.0,3634.0,17515.95,1697.05,1840.85,20.05,18432.28,5.19,CONFIRMED,True,6.01798,3.5284,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
18.3,101,SU27_01_43km_head-on,35640.0,2920.0,3632.0,17614.34,1710.23,1852.94,-0.34,18292.94,5.15,CONFIRMED,True,0.44061,3.52956,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
18.4,101,SU27_01_43km_head-on,35600.0,2925.0,3630.0,17712.68,1723.33,1865.53,-3.96,18153.6,5.11,CONFIRMED,True,0.92197,3.53072,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
18.5,101,SU27_01_43km_head-on,35560.0,2930.0,3628.0,17810.96,1736.37,1878.61,-5.15,18014.26,5.06,CONFIRMED,True,0.63922,3.53189,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
18.6,101,SU27_01_43km_head-on,35520.0,2935.0,3626.0,17909.19,1749.34,1892.17,-5.99,17874.94,5.02,CONFIRMED,True,0.43451,3.53306,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
18.7,101,SU27_01_43km_head-on,35480.0,2940.0,3624.0,18007.4,1762.19,1905.85,17.55,17735.63,3.0,CONFIRMED,True,3.30868,3.53423,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
18.8,101,SU27_01_43km_head-on,35440.0,2945.0,3622.0,18105.67,1774.91,1919.28,-3.89,17596.33,2.98,CONFIRMED,True,0.70829,3.53541,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
18.9,101,SU27_01_43km_head-on,35400.0,2950.0,3620.0,18203.98,1787.64,1932.39,22.79,17457.02,4.34,CONFIRMED,True,10.95776,3.53659,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
19.0,101,SU27_01_43km_head-on,35360.0,2955.0,3618.0,18302.33,1800.44,1945.16,19.6,17317.68,2.71,CONFIRMED,True,5.23667,3.53778,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
19.1,101,SU27_01_43km_head-on,35320.0,2960.0,3616.0,18400.7,1813.33,1957.68,18.85,17178.35,3.34,CONFIRMED,True,4.38172,3.53897,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
19.2,101,SU27_01_43km_head-on,35280.0,2965.0,3614.0,18499.09,1826.32,1969.9,18.83,17039.0,3.23,CONFIRMED,True,4.34693,3.54016,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
19.3,101,SU27_01_43km_head-on,35240.0,2970.0,3612.0,18597.55,1839.13,1981.67,14.53,16899.66,6.94,CONFIRMED,True,1.60881,3.54136,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
19.4,101,SU27_01_43km_head-on,35200.0,2975.0,3610.0,18696.11,1851.81,1992.79,17.53,16760.31,7.41,CONFIRMED,True,3.19002,3.54256,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
19.5,101,SU27_01_43km_head-on,35160.0,2980.0,3608.0,18794.72,1864.69,2003.29,15.41,16620.93,6.28,CONFIRMED,True,1.95067,3.54377,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
19.6,101,SU27_01_43km_head-on,35120.0,2985.0,3606.0,18893.33,1877.86,2013.55,21.19,16481.54,2.86,CONFIRMED,True,7.35483,3.54498,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
19.7,101,SU27_01_43km_head-on,35080.0,2990.0,3604.0,18991.9,1891.31,2023.83,7.34,16342.17,2.84,CONFIRMED,True,0.41075,3.54619,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
19.8,101,SU27_01_43km_head-on,35040.0,2995.0,3602.0,19090.42,1904.88,2034.23,21.37,16202.81,2.04,CONFIRMED,True,7.58707,3.54741,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
19.9,101,SU27_01_43km_head-on,35000.0,3000.0,3600.0,19188.93,1918.42,2044.83,5.12,16063.48,2.02,CONFIRMED,True,0.64883,3.54863,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
20.0,101,SU27_01_43km_head-on,34960.0,3005.0,3598.0,19287.43,1931.88,2055.65,21.29,15924.14,2.99,CONFIRMED,True,7.39817,3.54986,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
20.1,101,SU27_01_43km_head-on,34920.0,3010.0,3596.0,19385.91,1945.2,2066.73,-13.68,15784.8,2.96,CONFIRMED,True,0.9426,3.55109,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
20.2,101,SU27_01_43km_head-on,34880.0,3015.0,3594.0,19484.4,1958.35,2077.95,21.17,15645.46,2.19,CONFIRMED,True,7.12228,3.55232,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
20.3,101,SU27_01_43km_head-on,34840.0,3020.0,3592.0,19582.91,1971.29,2089.21,-0.12,15506.11,2.17,CONFIRMED,True,0.3,3.55356,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
20.4,101,SU27_01_43km_head-on,34800.0,3025.0,3590.0,19681.45,1984.07,2100.44,20.09,15366.75,1.41,CONFIRMED,True,5.50228,3.5548,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
20.5,101,SU27_01_43km_head-on,34760.0,3030.0,3588.0,19780.0,1996.95,2111.57,19.98,15227.37,3.77,CONFIRMED,True,5.34743,3.55605,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
20.6,101,SU27_01_43km_head-on,34720.0,3035.0,3586.0,19878.52,2010.29,2122.4,17.03,15087.99,7.43,CONFIRMED,True,2.70011,3.5573,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
20.7,101,SU27_01_43km_head-on,34680.0,3040.0,3584.0,19977.02,2024.2,2132.78,-13.4,14948.63,7.35,CONFIRMED,True,0.59458,3.55855,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
20.8,101,SU27_01_43km_head-on,34640.0,3045.0,3582.0,20075.48,2038.51,2142.9,21.69,14809.3,2.55,CONFIRMED,True,7.8243,3.55981,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
20.9,101,SU27_01_43km_head-on,34600.0,3050.0,3580.0,20173.91,2052.92,2153.07,20.59,14670.01,1.73,CONFIRMED,True,6.04274,3.56107,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
21.0,101,SU27_01_43km_head-on,34560.0,3055.0,3578.0,20272.34,2067.26,2163.39,2.42,14530.74,1.71,CONFIRMED,True,0.3,3.56234,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
21.1,101,SU27_01_43km_head-on,34520.0,3060.0,3576.0,20370.75,2081.56,2173.88,-13.4,14391.46,1.7,CONFIRMED,True,0.41729,3.56361,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
21.2,101,SU27_01_43km_head-on,34480.0,3065.0,3574.0,20469.18,2095.63,2184.41,15.48,14252.18,4.18,CONFIRMED,True,1.83809,3.56489,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
21.3,101,SU27_01_43km_head-on,34440.0,3070.0,3572.0,20567.67,2109.29,2194.9,1.84,14112.89,4.14,CONFIRMED,True,0.61913,3.56617,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
21.4,101,SU27_01_43km_head-on,34400.0,3075.0,3570.0,20666.22,2122.56,2205.33,-5.18,13973.58,4.1,CONFIRMED,True,0.87454,3.56745,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
21.5,101,SU27_01_43km_head-on,34360.0,3080.0,3568.0,20764.83,2135.44,2215.71,0.64,13834.24,4.06,CONFIRMED,True,0.3,3.56874,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
21.6,101,SU27_01_43km_head-on,34320.0,3085.0,3566.0,20863.49,2147.86,2226.1,16.01,13694.88,5.48,CONFIRMED,True,2.04018,3.57003,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
21.7,101,SU27_01_43km_head-on,34280.0,3090.0,3564.0,20962.2,2159.96,2236.54,21.52,13555.49,1.25,CONFIRMED,True,7.22048,3.57133,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
21.8,101,SU27_01_43km_head-on,34240.0,3095.0,3562.0,21060.91,2172.01,2247.12,21.8,13416.07,2.53,CONFIRMED,True,7.65801,3.57263,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
21.9,101,SU27_01_43km_head-on,34200.0,3100.0,3560.0,21159.59,2184.02,2257.97,15.35,13276.64,2.99,CONFIRMED,True,1.72846,3.57394,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
22.0,101,SU27_01_43km_head-on,34160.0,3105.0,3558.0,21258.25,2195.95,2269.09,5.37,13137.22,2.95,CONFIRMED,True,0.3,3.57525,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
22.1,101,SU27_01_43km_head-on,34120.0,3110.0,3556.0,21356.89,2207.8,2280.48,-12.49,12997.8,2.92,CONFIRMED,True,0.3,3.57656,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
22.2,101,SU27_01_43km_head-on,34080.0,3115.0,3554.0,21455.5,2219.68,2292.15,14.23,12858.38,3.12,CONFIRMED,True,1.3166,3.57788,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
22.3,101,SU27_01_43km_head-on,34040.0,3120.0,3552.0,21554.06,2231.67,2304.13,23.36,12718.96,3.98,CONFIRMED,True,10.73432,3.5792,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
22.4,101,SU27_01_43km_head-on,34000.0,3125.0,3550.0,21652.56,2243.86,2316.43,23.63,12579.55,4.21,CONFIRMED,True,11.35758,3.58053,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
22.5,101,SU27_01_43km_head-on,33960.0,3130.0,3548.0,21750.98,2256.48,2328.94,20.83,12440.15,6.15,CONFIRMED,True,5.93877,3.58186,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
22.6,101,SU27_01_43km_head-on,33920.0,3135.0,3546.0,21849.33,2269.6,2341.58,21.61,12300.78,4.32,CONFIRMED,True,7.07848,3.5832,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
22.7,101,SU27_01_43km_head-on,33880.0,3140.0,3544.0,21947.6,2283.11,2354.33,-3.75,12161.45,4.27,CONFIRMED,True,0.3,3.58454,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
22.8,101,SU27_01_43km_head-on,33840.0,3145.0,3542.0,22045.78,2297.29,2367.21,15.8,12022.14,9.64,CONFIRMED,True,1.83999,3.58589,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
22.9,101,SU27_01_43km_head-on,33800.0,3150.0,3540.0,22143.83,2312.19,2380.13,19.12,11882.86,5.62,CONFIRMED,True,3.92737,3.58724,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
23.0,101,SU27_01_43km_head-on,33760.0,3155.0,3538.0,22241.83,2327.53,2392.88,18.86,11743.66,4.38,CONFIRMED,True,3.68333,3.58859,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
23.1,101,SU27_01_43km_head-on,33720.0,3160.0,3536.0,22339.82,2343.08,2405.38,17.67,11604.49,2.53,CONFIRMED,True,2.78628,3.58995,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
23.2,101,SU27_01_43km_head-on,33680.0,3165.0,3534.0,22437.84,2358.51,2417.69,21.11,11465.35,3.39,CONFIRMED,True,6.13517,3.59132,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
23.3,101,SU27_01_43km_head-on,33640.0,3170.0,3532.0,22535.92,2373.72,2429.77,17.09,11326.2,3.73,CONFIRMED,True,2.41776,3.59269,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
23.4,101,SU27_01_43km_head-on,33600.0,3175.0,3530.0,22634.07,2388.74,2441.54,-17.82,11187.02,3.68,CONFIRMED,True,0.50244,3.59406,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
23.5,101,SU27_01_43km_head-on,33560.0,3180.0,3528.0,22732.28,2403.44,2453.22,15.9,11047.83,4.96,CONFIRMED,True,1.82038,3.59544,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
23.6,101,SU27_01_43km_head-on,33520.0,3185.0,3526.0,22830.52,2417.81,2465.07,24.02,10908.61,3.34,CONFIRMED,True,11.76325,3.59682,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
23.7,101,SU27_01_43km_head-on,33480.0,3190.0,3524.0,22928.79,2431.85,2476.99,20.71,10769.36,4.59,CONFIRMED,True,5.4609,3.59821,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
23.8,101,SU27_01_43km_head-on,33440.0,3195.0,3522.0,23027.15,2445.54,2488.61,17.75,10630.1,5.58,CONFIRMED,True,2.74747,3.5996,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
23.9,101,SU27_01_43km_head-on,33400.0,3200.0,3520.0,23125.58,2459.08,2499.85,24.63,10490.81,2.91,CONFIRMED,True,13.34896,3.601,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
24.0,101,SU27_01_43km_head-on,33360.0,3205.0,3518.0,23224.06,2472.56,2510.8,19.11,10351.49,3.38,CONFIRMED,True,3.72272,3.6024,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
24.1,101,SU27_01_43km_head-on,33320.0,3210.0,3516.0,23322.57,2485.91,2521.6,16.7,10212.16,2.37,CONFIRMED,True,2.12897,3.60381,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
24.2,101,SU27_01_43km_head-on,33280.0,3215.0,3514.0,23421.09,2498.88,2532.59,16.8,10072.83,6.32,CONFIRMED,True,2.17092,3.60522,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
24.3,101,SU27_01_43km_head-on,33240.0,3220.0,3512.0,23519.64,2511.79,2543.69,18.34,9933.48,4.14,CONFIRMED,True,3.07672,3.60664,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
24.4,101,SU27_01_43km_head-on,33200.0,3225.0,3510.0,23618.16,2525.11,2554.62,20.86,9794.11,4.82,CONFIRMED,True,5.47016,3.60806,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
24.5,101,SU27_01_43km_head-on,33160.0,3230.0,3508.0,23716.67,2538.47,2565.31,15.18,9654.75,4.12,CONFIRMED,True,1.47422,3.60949,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
24.6,101,SU27_01_43km_head-on,33120.0,3235.0,3506.0,23815.2,2551.99,2575.97,17.04,9515.43,6.35,CONFIRMED,True,2.25159,3.61092,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
24.7,101,SU27_01_43km_head-on,33080.0,3240.0,3504.0,23913.6,2566.03,2587.06,16.18,9376.08,8.57,CONFIRMED,True,1.83851,3.61236,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
24.8,101,SU27_01_43km_head-on,33040.0,3245.0,3502.0,24011.87,2580.66,2598.64,24.11,9236.77,7.76,CONFIRMED,True,11.35181,3.6138,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
24.9,101,SU27_01_43km_head-on,33000.0,3250.0,3500.0,24110.05,2595.82,2610.16,14.7,9097.5,5.81,CONFIRMED,True,1.29413,3.61524,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
25.0,101,SU27_01_43km_head-on,32960.0,3255.0,3498.0,24208.19,2611.44,2621.56,16.13,8958.29,5.63,CONFIRMED,True,1.79164,3.6167,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
25.1,101,SU27_01_43km_head-on,32920.0,3260.0,3496.0,24306.24,2627.43,2633.09,21.89,8819.1,2.81,CONFIRMED,True,6.71926,3.61815,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
25.2,101,SU27_01_43km_head-on,32880.0,3265.0,3494.0,24404.23,2643.68,2644.73,-3.7,8679.96,2.76,CONFIRMED,True,0.59432,3.61961,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
25.3,101,SU27_01_43km_head-on,32840.0,3270.0,3492.0,24502.17,2659.95,2656.63,17.72,8540.84,4.78,CONFIRMED,True,2.54472,3.62108,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
25.4,101,SU27_01_43km_head-on,32800.0,3275.0,3490.0,24600.1,2676.1,2668.87,20.92,8401.75,2.67,CONFIRMED,True,5.28921,3.62255,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
25.5,101,SU27_01_43km_head-on,32760.0,3280.0,3488.0,24698.0,2692.35,2681.22,17.73,8262.65,2.41,CONFIRMED,True,2.52492,3.62403,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
25.6,101,SU27_01_43km_head-on,32720.0,3285.0,3486.0,24795.87,2708.62,2693.76,16.97,8123.55,5.02,CONFIRMED,True,2.1131,3.62551,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
25.7,101,SU27_01_43km_head-on,32680.0,3290.0,3484.0,24893.71,2724.95,2706.56,14.71,7984.47,3.45,CONFIRMED,True,1.25023,3.627,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
25.8,101,SU27_01_43km_head-on,32640.0,3295.0,3482.0,24991.47,2741.55,2719.57,15.29,7845.39,4.59,CONFIRMED,True,1.41961,3.62849,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
25.9,101,SU27_01_43km_head-on,32600.0,3300.0,3480.0,25089.18,2758.29,2732.77,18.07,7706.34,1.03,CONFIRMED,True,2.68139,3.62999,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
26.0,101,SU27_01_43km_head-on,32560.0,3305.0,3478.0,25186.89,2774.91,2745.85,22.96,7567.32,4.16,CONFIRMED,True,8.23736,3.63149,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
26.1,101,SU27_01_43km_head-on,32520.0,3310.0,3476.0,25284.7,2791.34,2758.6,17.17,7428.31,4.36,CONFIRMED,True,2.16144,3.633,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
26.2,101,SU27_01_43km_head-on,32480.0,3315.0,3474.0,25382.59,2807.68,2770.63,21.67,7289.26,10.66,CONFIRMED,True,6.05113,3.63452,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
26.3,101,SU27_01_43km_head-on,32440.0,3320.0,3472.0,25480.6,2823.93,2781.94,23.74,7150.19,4.37,CONFIRMED,True,9.70409,3.63603,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
26.4,101,SU27_01_43km_head-on,32400.0,3325.0,3470.0,25578.66,2840.08,2793.03,23.9,7011.1,1.13,CONFIRMED,True,10.03671,3.63756,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
26.5,101,SU27_01_43km_head-on,32360.0,3330.0,3468.0,25676.75,2855.92,2804.14,21.53,6871.98,5.02,CONFIRMED,True,5.77754,3.63909,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
26.6,101,SU27_01_43km_head-on,32320.0,3335.0,3466.0,25774.92,2871.25,2815.2,15.41,6732.85,5.87,CONFIRMED,True,1.40441,3.64062,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
26.7,101,SU27_01_43km_head-on,32280.0,3340.0,3464.0,25873.16,2886.18,2826.36,24.19,6593.68,3.89,CONFIRMED,True,10.55595,3.64216,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
26.8,101,SU27_01_43km_head-on,32240.0,3345.0,3462.0,25971.37,2901.19,2837.85,19.96,6454.47,5.79,CONFIRMED,True,3.96664,3.64371,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
26.9,101,SU27_01_43km_head-on,32200.0,3350.0,3460.0,26069.5,2916.68,2849.5,14.53,6315.24,5.7,CONFIRMED,True,1.13205,3.64526,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
27.0,101,SU27_01_43km_head-on,32160.0,3355.0,3458.0,26167.57,2932.33,2861.1,18.15,6176.04,2.4,CONFIRMED,True,2.59229,3.64682,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
27.1,101,SU27_01_43km_head-on,32120.0,3360.0,3456.0,26265.66,2947.7,2872.99,17.62,6036.9,7.21,CONFIRMED,True,2.28426,3.64838,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
27.2,101,SU27_01_43km_head-on,32080.0,3365.0,3454.0,26363.76,2962.82,2885.02,21.39,5897.73,3.77,CONFIRMED,True,5.41147,3.64995,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
27.3,101,SU27_01_43km_head-on,32040.0,3370.0,3452.0,26461.93,2977.65,2896.84,22.21,5758.55,4.42,CONFIRMED,True,6.50535,3.65152,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
27.4,101,SU27_01_43km_head-on,32000.0,3375.0,3450.0,26560.13,2992.25,2908.84,18.9,5619.35,4.84,CONFIRMED,True,3.01814,3.6531,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
27.5,101,SU27_01_43km_head-on,31960.0,3380.0,3448.0,26658.23,3007.09,2921.52,19.86,5480.11,10.54,CONFIRMED,True,3.74623,3.65469,3.0,15.0,Su-27 Flanker  —  σ=3–15 m²
